Date,Time,Home,Away,Datetime,%Home,%Draw,%Away,%H_CS,%A_CS,%H_3GS,%A_3GS,S_P,%S_P,Sorare Competition,league,season
2025-10-17,20:45,Standard Liège,Antwerp,2025-10-17 20:45:00,0.5976300506907766,0.31186126495665273,0.09026254323548956,0.7460647786413819,0.30241196805955045,0.11939294127409378,0.0033601854997737943,1-0,0.26989876928877093,Jupiler Pro League,Jupiler Pro League,2025-2026
2025-10-18,16:00,La Louvière,Westerlo,2025-10-18 16:00:00,0.5397803386744779,0.31535515266146036,0.14464195228777132,0.6314576764846578,0.3086620442580128,0.11502332824063714,0.011499729724804742,1-0,0.22916570846037687,Jupiler Pro League,Jupiler Pro League,2025-2026
2025-10-18,18:15,OH Leuven,Club Brugge,2025-10-18 18:15:00,0.32943212166462976,0.29315495585302814,0.37713004243884957,0.32202552361709635,0.35388645629805926,0.08741643316466495,0.10613297104139824,1-1,0.13414154909996906,Jupiler Pro League,Jupiler Pro League,2025-2026
2025-10-18,20:45,Union SG,Charleroi,2025-10-18 20:45:00,0.9140672658592617,0.03971770164853858,0.0,0.9537849675078001,0.03971770164853858,0.5792723888341956,0.0,3-0,0.22223328635569925,Jupiler Pro League,Jupiler Pro League,2025-2026
2025-10-19,13:30,Cercle Brugge,Genk,2025-10-19 13:30:00,0.19984630128417918,0.15139500824000351,0.5917929140801154,0.03559623051034666,0.13286393642991318,0.2930169455869753,0.5913264295048438,1-3,0.06069167680120577,Jupiler Pro League,Jupiler Pro League,2025-2026
2025-10-19,16:00,Dender,Mechelen,2025-10-19 16:00:00,0.0,0.4366948938690105,0.5632792396571031,0.4366948938690105,0.9999741335261138,0.0,0.05158477962187148,0-0,0.4366948938690105,Jupiler Pro League,Jupiler Pro League,2025-2026
2025-10-19,18:30,Sint-Truiden,Anderlecht,2025-10-19 18:30:00,0.14734633772738628,0.200316410219143,0.6468484171762929,0.12601733844610286,0.4177226792825375,0.05725907385911318,0.3371485531240574,0-2,0.11354427590209551,Jupiler Pro League,Jupiler Pro League,2025-2026
2025-10-19,19:15,Zulte Waregem,Gent,2025-10-19 19:15:00,0.6941190713675666,0.19019824056192441,0.11013881307472666,0.503906958091158,0.12527928088936924,0.33867078355705327,0.03154854451424338,2-0,0.1369530235194414,Jupiler Pro League,Jupiler Pro League,2025-2026
2025-10-24,20:45,Charleroi,Anderlecht,2025-10-24 20:45:00,0.13960026570584963,0.22242543531677997,0.6353506063199513,0.16434968450622534,0.4941806602419699,0.03431516980136083,0.26830203252470286,0-1,0.1470459798874082,Jupiler Pro League,Jupiler Pro League,2025-2026
2025-10-25,16:00,Westerlo,Dender,2025-10-25 16:00:00,0.8121271314086393,0.11614303852916677,0.04902445714729411,0.5705526937244009,0.06348092921322174,0.4975325811064405,0.01705135433441293,2-0,0.14085151089186837,Jupiler Pro League,Jupiler Pro League,2025-2026
2025-10-25,18:15,Mechelen,OH Leuven,2025-10-25 18:15:00,0.8648035998748113,0.08788919305106126,0.021280348272202543,0.7291170819854695,0.05849328398750954,0.5137269851998387,0.003176448238818796,2-0,0.17644491448617258,Jupiler Pro League,Jupiler Pro League,2025-2026
2025-10-25,20:45,Gent,Standard Liège,2025-10-25 20:45:00,0.6599071133487234,0.22919817463348366,0.10906888680920157,0.5938510109888399,0.18421304323023338,0.2387522865354203,0.015863147309408812,1-0,0.18539793864788331,Jupiler Pro League,Jupiler Pro League,2025-2026
2025-10-26,13:30,Antwerp,Club Brugge,2025-10-26 13:30:00,0.3535561248760702,0.26982218270038655,0.37597514407252297,0.2794493277074548,0.2929371515571816,0.12618409436822203,0.1366907638400729,1-1,0.1281586151703249,Jupiler Pro League,Jupiler Pro League,2025-2026
2025-10-26,16:00,Cercle Brugge,Zulte Waregem,2025-10-26 16:00:00,0.27781069398334596,0.15901884878611616,0.492307810150688,0.03384841117639825,0.07270823839686509,0.43101460107690254,0.589060036635044,2-3,0.055521080167275534,Jupiler Pro League,Jupiler Pro League,2025-2026
2025-10-26,18:30,Genk,La Louvière,2025-10-26 18:30:00,0.38802911275977486,0.24048944876910108,0.3694271905334413,0.2216717168270051,0.21237412651842988,0.20211105860110395,0.19136375932490116,1-1,0.10996905040435037,Jupiler Pro League,Jupiler Pro League,2025-2026
2025-10-26,19:15,Union SG,Sint-Truiden,2025-10-26 19:15:00,0.9137367139570092,0.06368113933755973,0.0,0.9774178532945689,0.06368113933755973,0.49689537721687915,0.0,2-0,0.2414719584030036,Jupiler Pro League,Jupiler Pro League,2025-2026
2025-10-31,20:45,Standard Liège,Charleroi,2025-10-31 20:45:00,0.21170188112542915,0.19850359463104073,0.5811525708754383,0.10599170357356344,0.2728927419723855,0.13913369416713825,0.38065566596833683,1-2,0.09479182745770538,Jupiler Pro League,Jupiler Pro League,2025-2026
2025-11-01,16:00,Zulte Waregem,Union SG,2025-11-01 16:00:00,0.5178061034271658,0.34078502167176994,0.14128823623288556,0.6641373417854439,0.34569235392744285,0.09197151052584938,0.008424502188299517,1-0,0.24389827628676952,Jupiler Pro League,Jupiler Pro League,2025-2026
2025-11-01,18:15,Club Brugge,Dender,2025-11-01 18:15:00,0.6041417933647585,0.02137544879047278,0.009592815781295424,0.2695414094085895,0.002966432736838061,0.5646315414996252,0.0355352556483644,5-0,0.07007775409726806,Jupiler Pro League,Jupiler Pro League,2025-2026
