Date,Time,Home,Away,Datetime,%Home,%Draw,%Away,%H_CS,%A_CS,%H_3GS,%A_3GS,S_P,%S_P,Sorare Competition,league,season
2025-07-23,à venir,Atlético Mineiro,Fortaleza,,0.8052512507425011,0.09580982876151073,0.04948475163937882,0.4579368020837377,0.037749723694699686,0.5864361002763856,0.036046873729444,3-0,0.10664268999402012,Contender,Campeonato Brasileiro Série A,2025
2025-10-15,00:00,Palmeiras,RB Bragantino,2025-10-15 00:00:00,0.7464254062094282,0.04233199248557704,0.02002950247500011,0.3641609327404776,0.009381134859391163,0.6533511222471325,0.03810216832478054,4-0,0.0836395277758881,Contender,Campeonato Brasileiro Série A,2025
2025-10-15,00:30,Botafogo (RJ),Flamengo,2025-10-15 00:30:00,0.4050647736714408,0.2709685351117019,0.3233353501839601,0.31724528062181573,0.26739113196066494,0.14678296218302697,0.10912117890653873,1-1,0.12847481028102423,Contender,Campeonato Brasileiro Série A,2025
2025-10-15,01:00,Mirassol,Internacional,2025-10-15 01:00:00,0.7405523925665105,0.04986506534324061,0.026773625243583787,0.32521337971885184,0.009991009506763963,0.6551995849952976,0.05425056025755133,4-0,0.0745668792265477,Contender,Campeonato Brasileiro Série A,2025
2025-10-15,01:00,Sport Recife,Ceará,2025-10-15 01:00:00,0.39780704231991243,0.25311094213733065,0.3478486414296434,0.2622823746374921,0.2348926246638482,0.17741329099076686,0.15103531036022347,1-1,0.1194831240952848,Contender,Campeonato Brasileiro Série A,2025
2025-10-16,00:00,Grêmio,São Paulo,2025-10-16 00:00:00,0.44911546071493935,0.2707426913335189,0.2794704310471445,0.35778167313256704,0.2514585214417295,0.1611916164341453,0.08523604680139542,1-1,0.1276598688570812,Contender,Campeonato Brasileiro Série A,2025
2025-10-15,02:30,Santos,Corinthians,2025-10-15 02:30:00,0.4550230892854577,0.3149247410047586,0.22987119742194637,0.49297161463894323,0.3242885400445293,0.10472545747597618,0.03499956902627898,1-0,0.18005855145621405,Contender,Campeonato Brasileiro Série A,2025
2025-10-15,02:30,Fortaleza,Vasco da Gama,2025-10-15 02:30:00,0.6445873726111011,0.18575585680203266,0.15971111174477676,0.3411789652990519,0.09806196898967663,0.3999221515102094,0.09169800478824983,2-1,0.09706753529802224,Contender,Campeonato Brasileiro Série A,2025
2025-10-15,02:30,Atlético Mineiro,Cruzeiro,2025-10-15 02:30:00,0.5333075891124096,0.29885237424787875,0.16750915955867637,0.5676375339226695,0.28492170943157724,0.13244517777447737,0.01987589651810336,1-0,0.20312829931008075,Contender,Campeonato Brasileiro Série A,2025
2025-10-16,02:30,Fluminense,Juventude,2025-10-16 02:30:00,0.7329570113377067,0.010954690757341524,0.0015525787199080153,0.6199996335205591,0.006017342516325008,0.6300212382804893,0.000677674858744038,5-0,0.145751681197796,Contender,Campeonato Brasileiro Série A,2025
2025-10-16,02:30,Vitória,Bahia,2025-10-16 02:30:00,0.5602974626771516,0.24677810152380383,0.19142402612701054,0.4333878367519732,0.19628913859243824,0.22245901770421844,0.0524285501736351,1-0,0.13871284762004474,Contender,Campeonato Brasileiro Série A,2025
2025-10-18,23:30,Corinthians,Atlético Mineiro,2025-10-18 23:30:00,0.8637069930794469,0.07020670015686067,0.019711240245917857,0.6668494757273066,0.039615774102928936,0.5796431655741812,0.005576324273088017,3-0,0.15537484264185866,Contender,Campeonato Brasileiro Série A,2025
2025-10-19,21:00,Flamengo,Palmeiras,2025-10-19 21:00:00,0.6838525511532129,0.1988185151036249,0.11294066344384521,0.5167548015088602,0.13707013649999777,0.3154900984885234,0.028852347820895956,1-0,0.1413810912689565,Contender,Campeonato Brasileiro Série A,2025
2025-10-19,23:30,Internacional,Sport Recife,2025-10-19 23:30:00,0.7411967026429737,0.14049736695341575,0.09448918337751273,0.3960509753371611,0.061775170655480036,0.5029779353158075,0.06166587830518812,2-0,0.09714212086697928,Contender,Campeonato Brasileiro Série A,2025
2025-10-19,23:30,Mirassol,São Paulo,2025-10-19 23:30:00,0.5779503991624604,0.23311079785676586,0.18664327926450214,0.41195416158077913,0.17239660395829748,0.2558719540797576,0.06016748142350817,1-0,0.12513374807847186,Contender,Campeonato Brasileiro Série A,2025
2025-10-19,23:30,Ceará,Botafogo (RJ),2025-10-19 23:30:00,0.7541596298350272,0.17599086591527624,0.064837861840387,0.6546714838603286,0.1302613708309993,0.3286537630810775,0.00891572542161092,2-0,0.1780286009013949,Contender,Campeonato Brasileiro Série A,2025
2025-10-19,01:30,Bahia,Grêmio,2025-10-19 01:30:00,0.7417213010147281,0.17486692001199206,0.07734716988378096,0.594086474597427,0.12079902712755886,0.34798277616795137,0.015427391824702655,2-0,0.16128024295115798,Contender,Campeonato Brasileiro Série A,2025
2025-10-18,02:00,Cruzeiro,Fortaleza,2025-10-18 02:00:00,0.7467263137319519,0.07714521711827485,0.05186022303844918,0.2864007277972835,0.016157390431623023,0.6554433848652621,0.09024741209338849,4-1,0.07127304132762635,Contender,Campeonato Brasileiro Série A,2025
2025-10-20,00:00,Juventude,RB Bragantino,2025-10-20 00:00:00,0.42507319929847887,0.22781752051180487,0.34360715834977223,0.2078958103273499,0.17087973092812767,0.2575669591953706,0.2068368515513266,1-1,0.09872121394555682,Contender,Campeonato Brasileiro Série A,2025
2025-10-20,00:30,Vasco da Gama,Fluminense,2025-10-20 00:30:00,0.6386767889743543,0.12373862660407825,0.13973547417992097,0.14138342852611166,0.02133429838598785,0.6411453054930345,0.25470414872245006,3-1,0.05877470661398916,Contender,Campeonato Brasileiro Série A,2025
